city,file,node_id,street,walk,side,seq,cardinal,usable,exclude_reason,osm_name,typology,face_id,vertical_greenery_median_round,vertical_greenery_median,vertical_hardscape_median_round,vertical_hardscape_median,green_eye_level_median_round,green_eye_level_median,sky_openness_median_round,sky_openness_median,walkable_ground_median_round,walkable_ground_median,green_softening_median_round,green_softening_median,signage_detail_median_round,signage_detail_median,facade_variation_median_round,facade_variation_median,ground_floor_activity_median_round,ground_floor_activity_median,resting_affordance_median_round,resting_affordance_median,arc_vegetation,arc_sky,arc_building,H_m,W_facade,HW_facade,HW_effective,HW_source,node_GVI,node_VEI,node_SVF_band,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7,indoor,sky_share,road_share,ceiling_share
City of London,abchurch_lane/south_to_north/002_n00001_N_L.jpg,n00001,abchurch_lane,south_to_north,L,2,N,True,,abchurch_lane,,,1,1.2487152357920195,5,5.040551500405515,2,2.2938382193268185,3,3.0065645514223194,5,5.433430045132173,2,2.1787732041969328,4,4.457136128120585,5,4.919984973703982,6,5.5986365573072,4,3.9149269311064714,,,,,,,,,,,,1,6,2,2,6,2,6,5,6,3,0.6616,0.1303,0.1303,0.0291,0.0257,0.0137,0.0094,0.0334,0.0486,0.1695,0.132,0.2466,0.2794,0.0907,0.1972,0.3684,0.2532,0.0725,0.044,0.044,0.0208,0.1223,0.2589,0.2285,0.1779,0.1223,0.084,0.0061,0.005,0.0175,0.0611,0.1293,0.3102,0.3984,0.0784,0.2255,0.3717,0.155,0.057,0.0732,0.0732,0.0444,0.0369,0.0885,0.1654,0.2123,0.2123,0.2726,0.012,0.0063,0.0408,0.1614,0.1829,0.2662,0.2662,0.0763,0.0097,0.03,0.0924,0.1047,0.2217,0.4694,0.072,0.0294,0.0705,0.3159,0.1916,0.1916,0.1916,0.0095,False,0.136389,0.176784,0.0
City of London,abchurch_lane/south_to_north/002_n00001_N_R.jpg,n00001,abchurch_lane,south_to_north,R,2,N,True,,abchurch_lane,,,1,1.0412589693411611,6,5.907554189582659,1,1.1218197769144003,2,2.4966143428747305,3,2.9684030742954737,1,1.127042431918936,3,3.4715781600598357,5,5.475547445255475,3,2.902241112828439,1,1.1138988945472612,,,,,,,,,,,,1,6,1,2,1,1,6,6,1,1,0.9198,0.0357,0.0168,0.0043,0.007,0.0062,0.0102,0.0272,0.024,0.0507,0.0507,0.1074,0.6182,0.1217,0.7979,0.1224,0.0241,0.0078,0.01,0.0166,0.0213,0.1739,0.3249,0.197,0.1535,0.0821,0.064,0.0046,0.281,0.1327,0.1171,0.0627,0.1327,0.1931,0.0805,0.7895,0.0832,0.0347,0.0099,0.0164,0.027,0.0393,0.2205,0.118,0.1337,0.1337,0.0811,0.2498,0.0632,0.0831,0.0831,0.1209,0.1209,0.137,0.2559,0.1993,0.274,0.1294,0.1294,0.089,0.1008,0.1883,0.089,0.8051,0.109,0.0354,0.0115,0.013,0.013,0.013,False,0.281925,0.067955,0.0
City of London,abchurch_lane/south_to_north/003_n00002_N_L.jpg,n00002,abchurch_lane,south_to_north,L,3,N,True,,abchurch_lane,,,1,1.0294648545338712,6,5.660191082802548,1,1.4814851881505207,2,1.5675088291225212,6,6.305922454196847,1,1.1097126719056973,1,1.2369671765929007,3,2.970111839568068,3,2.6009892827699916,1,1.266969033468877,,,,,,,,,,,,1,6,1,1,7,1,1,2,1,1,0.9418,0.0284,0.0134,0.0026,0.0044,0.003,0.0063,0.0235,0.0266,0.0819,0.0819,0.2225,0.471,0.0928,0.4996,0.3434,0.0597,0.0194,0.0249,0.0282,0.0249,0.4726,0.3681,0.0725,0.0388,0.0267,0.0162,0.0053,0.0594,0.0318,0.0524,0.0408,0.1424,0.2347,0.4386,0.8144,0.0973,0.0246,0.007,0.0103,0.0149,0.0316,0.6733,0.1929,0.0626,0.023,0.0203,0.0203,0.0075,0.1081,0.2593,0.2593,0.1388,0.1388,0.0743,0.0213,0.3297,0.1213,0.1213,0.0736,0.0833,0.1765,0.0944,0.6394,0.1832,0.0764,0.0219,0.0281,0.0318,0.0193,False,0.027051,0.088773,0.0
City of London,abchurch_lane/south_to_north/003_n00002_N_R.jpg,n00002,abchurch_lane,south_to_north,R,3,N,True,,abchurch_lane,,,1,1.0401800238585837,6,5.732750517014477,1,1.1711150250643545,3,2.6076252723311546,3,2.894230769230769,1,1.1170053609275652,3,3.0390143737166326,5,4.932916892992939,3,2.512179065174457,1,1.1060550458715595,,,,,,,,,,,,1,6,1,2,1,1,1,6,1,1,0.9221,0.0358,0.0149,0.0038,0.007,0.0062,0.0102,0.0206,0.03,0.0816,0.0816,0.1727,0.5319,0.0816,0.7381,0.1647,0.0324,0.0093,0.0135,0.0197,0.0223,0.1787,0.2947,0.2295,0.1577,0.0844,0.0512,0.0037,0.3043,0.1268,0.0988,0.0599,0.1268,0.1846,0.0988,0.8021,0.0746,0.0311,0.0101,0.0147,0.0274,0.0399,0.1948,0.1948,0.1948,0.1719,0.0812,0.1517,0.011,0.032,0.0768,0.1434,0.1841,0.1841,0.2679,0.1117,0.3216,0.1519,0.1519,0.0921,0.0813,0.1519,0.0493,0.8175,0.1106,0.0317,0.0091,0.0091,0.0103,0.0117,False,0.221778,0.06183,0.0
City of London,abchurch_lane/south_to_north/004_n00003_N_L.jpg,n00003,abchurch_lane,south_to_north,L,4,N,True,,abchurch_lane,,,1,1.0223490003140374,6,5.89913109180204,2,1.8779281624154085,2,1.901054063243795,6,5.824204486176317,2,1.7242068448663503,5,4.8423716558206795,5,4.9819018404907975,5,4.616018845700824,2,2.0513442867811795,,,,,,,,,,,,1,7,2,1,6,1,6,5,6,1,0.9553,0.0225,0.0094,0.0021,0.003,0.0021,0.0057,0.002,0.0055,0.0358,0.0521,0.2999,0.2647,0.3399,0.339,0.3842,0.1101,0.0357,0.0405,0.0589,0.0315,0.3776,0.2941,0.1389,0.0843,0.0511,0.0451,0.0089,0.0168,0.0278,0.0588,0.0755,0.2052,0.3834,0.2325,0.4003,0.4003,0.0788,0.0199,0.0256,0.0422,0.0329,0.0122,0.0424,0.1306,0.2154,0.2766,0.3134,0.0095,0.0087,0.0441,0.1199,0.1745,0.326,0.2539,0.0728,0.0429,0.1167,0.1924,0.1498,0.1698,0.2799,0.0486,0.3438,0.2678,0.184,0.0598,0.0677,0.0598,0.0171,False,0.026184,0.090946,0.0
City of London,abchurch_lane/south_to_north/004_n00003_N_R.jpg,n00003,abchurch_lane,south_to_north,R,4,N,True,,abchurch_lane,,,1,1.0331086863500216,6,5.861975955610357,1,1.138030888030888,1,1.2948820153061225,2,2.285368802902056,1,1.0906116135173727,3,2.858788853161843,3,2.9236363636363634,2,2.115107913669065,1,1.1312020460358057,,,,,,,,,,,,1,6,1,1,1,1,1,2,1,1,0.9348,0.0249,0.0133,0.0034,0.0063,0.0056,0.0118,0.0173,0.0222,0.0533,0.0533,0.1278,0.6488,0.0775,0.777,0.135,0.0266,0.0086,0.0111,0.0183,0.0235,0.6272,0.2614,0.0661,0.0215,0.013,0.0079,0.0029,0.4199,0.0827,0.0644,0.0304,0.0937,0.1545,0.1545,0.8404,0.0537,0.0224,0.0073,0.012,0.0224,0.0418,0.2397,0.1866,0.1866,0.1454,0.0999,0.1283,0.0135,0.1499,0.2471,0.1925,0.1323,0.1323,0.103,0.0429,0.3852,0.1251,0.1104,0.0759,0.086,0.1417,0.0759,0.782,0.1199,0.0441,0.0126,0.0126,0.0143,0.0143,False,0.019143,0.051415,0.0
City of London,abchurch_lane/south_to_north/005_n00004_N_L.jpg,n00004,abchurch_lane,south_to_north,L,5,N,True,,abchurch_lane,,,1,1.0343736593736592,5,5.4770408163265305,1,1.2753897024090695,1,1.1961322081575245,6,6.03667321545514,1,1.1327053697295912,4,3.659671138035482,5,4.684585099939431,5,4.761833433193529,1,1.160324640766365,,,,,,,,,,,,1,6,1,1,7,1,3,5,6,1,0.9324,0.0319,0.0133,0.0034,0.0055,0.0043,0.0091,0.0833,0.0573,0.1213,0.0944,0.1764,0.2909,0.1764,0.6351,0.2336,0.046,0.0149,0.0169,0.0217,0.0316,0.711,0.1586,0.0584,0.0215,0.0189,0.0215,0.0101,0.0322,0.0251,0.0531,0.0531,0.1852,0.3054,0.346,0.7803,0.0822,0.0389,0.0126,0.0184,0.0236,0.044,0.0402,0.1589,0.2619,0.2311,0.18,0.1237,0.0042,0.0348,0.1072,0.1768,0.1377,0.3302,0.156,0.0574,0.0893,0.13,0.1669,0.1147,0.1669,0.2428,0.0893,0.7516,0.148,0.048,0.0156,0.0156,0.0138,0.0074,True,0.0,0.0,0.293321
City of London,abchurch_lane/south_to_north/005_n00004_N_R.jpg,n00004,abchurch_lane,south_to_north,R,5,N,True,,abchurch_lane,,,1,1.0222896609460024,5,5.158432708688245,1,1.1233962264150943,1,1.0960912052117262,6,6.2474509803921565,1,1.1031978518247283,5,4.987813021702838,5,4.688211920529802,4,4.023956723338485,1,1.0989030858244937,,,,,,,,,,,,1,6,1,1,7,1,6,5,6,1,0.9556,0.0225,0.0083,0.0018,0.003,0.0024,0.0064,0.1508,0.0807,0.1508,0.0807,0.1174,0.2486,0.1709,0.795,0.1219,0.0272,0.0088,0.0113,0.0146,0.0212,0.8289,0.0771,0.0364,0.0152,0.0134,0.0172,0.0118,0.0502,0.0305,0.0502,0.0391,0.1547,0.255,0.4204,0.8193,0.0673,0.0318,0.0117,0.017,0.017,0.036,0.0033,0.0217,0.0972,0.2333,0.2995,0.3394,0.0055,0.0398,0.1082,0.1783,0.1226,0.3775,0.1226,0.0511,0.0889,0.1466,0.1661,0.1294,0.1661,0.2417,0.0611,0.8296,0.1123,0.0284,0.0081,0.0081,0.0072,0.0063,True,0.0,0.0,0.337731
City of London,abchurch_lane/south_to_north/006_n00005_E_L.jpg,n00005,abchurch_lane,south_to_north,L,6,E,True,,abchurch_lane,,,1,1.0235596599853078,6,5.6709687699171445,1,1.201651951011108,1,1.0825785201740972,7,6.535818856138981,1,1.1315082512472814,5,4.897760467380721,3,3.2944174757281557,5,4.991031390134529,1,1.0814103314981844,,,,,,,,,,,,1,6,1,1,7,1,5,5,6,1,0.9529,0.0224,0.0082,0.0021,0.0034,0.0027,0.0082,0.0793,0.0481,0.1154,0.0793,0.1482,0.3138,0.2157,0.7022,0.1775,0.0396,0.0146,0.0165,0.0187,0.0309,0.8501,0.0791,0.0291,0.0107,0.0094,0.0121,0.0094,0.0175,0.012,0.0255,0.0289,0.1295,0.2742,0.5123,0.7817,0.0727,0.0343,0.0126,0.0184,0.0236,0.0566,0.0039,0.0223,0.1133,0.2399,0.3081,0.3081,0.0044,0.125,0.1818,0.206,0.0973,0.2335,0.0973,0.059,0.1264,0.1264,0.1432,0.0984,0.1115,0.2676,0.1264,0.8537,0.09,0.0258,0.0084,0.0074,0.0074,0.0074,True,0.0,0.0,0.32889
City of London,abchurch_lane/south_to_north/006_n00005_E_R.jpg,n00005,abchurch_lane,south_to_north,R,6,E,True,,abchurch_lane,,,1,1.0342370338619804,5,5.476344086021506,1,1.3256281407035178,1,1.1943663950547907,6,6.352904564315352,1,1.1148152755317826,4,4.426956521739131,5,4.646692499308054,4,4.055190058479532,1,1.1476575753621296,,,,,,,,,,,,1,6,1,1,7,1,4,5,6,1,0.9332,0.0319,0.0133,0.003,0.0049,0.0034,0.0104,0.1231,0.0659,0.1231,0.0846,0.1395,0.2607,0.203,0.597,0.282,0.0432,0.014,0.0159,0.018,0.0297,0.7118,0.1588,0.0584,0.0215,0.019,0.019,0.0115,0.0538,0.0288,0.0475,0.0326,0.1462,0.241,0.4502,0.8039,0.0847,0.0353,0.0115,0.0167,0.0167,0.0312,0.0077,0.05,0.1744,0.2875,0.2537,0.2239,0.0028,0.0381,0.1173,0.1934,0.1173,0.3613,0.1173,0.0554,0.083,0.1368,0.1757,0.1368,0.155,0.2556,0.057,0.7663,0.1509,0.0382,0.0124,0.0124,0.0124,0.0075,True,0.0,0.0,0.251944
City of London,abchurch_lane/south_to_north/007_n00006_N_L.jpg,n00006,abchurch_lane,south_to_north,L,7,N,True,,abchurch_lane,,,1,1.0161307000310207,6,6.496806912096169,1,1.164000537706681,1,1.341117527173913,6,5.9781303602058316,1,1.119680519156371,2,1.8303216479942175,4,4.28828125,4,4.4812734082397006,1,1.2990646669891952,,,,,,,,,,,,1,7,1,1,6,1,1,5,6,1,0.9671,0.0156,0.0065,0.0016,0.0024,0.0016,0.0051,0.0038,0.008,0.036,0.0463,0.1425,0.2662,0.4973,0.7439,0.166,0.037,0.012,0.012,0.0136,0.0154,0.5888,0.2166,0.0903,0.0427,0.0293,0.0228,0.0095,0.0174,0.0224,0.0536,0.0608,0.1872,0.3498,0.3087,0.8013,0.1229,0.0311,0.0069,0.0089,0.0101,0.0188,0.4025,0.2767,0.1307,0.0617,0.0545,0.0617,0.0122,0.0294,0.1164,0.2175,0.192,0.2793,0.1319,0.0334,0.0287,0.0883,0.1869,0.1869,0.2118,0.272,0.0253,0.6201,0.2281,0.0839,0.0212,0.0212,0.0165,0.0088,False,0.009992,0.084474,0.0
City of London,abchurch_lane/south_to_north/007_n00006_N_R.jpg,n00006,abchurch_lane,south_to_north,R,7,N,True,,abchurch_lane,,,1,1.0161790551018297,7,6.582137601177337,1,1.2992700729927007,1,1.3178460022984733,7,6.5564717162032595,1,1.099047504219918,1,1.2145017281105992,3,3.384380952380952,4,3.7841547099189023,1,1.2246398118200528,,,,,,,,,,,,1,7,1,1,7,1,1,3,3,1,0.9673,0.0138,0.0074,0.0015,0.0024,0.0019,0.0058,0.0022,0.0042,0.0211,0.0348,0.1374,0.2568,0.5436,0.6165,0.257,0.0506,0.0145,0.0164,0.0211,0.0239,0.6091,0.2877,0.0567,0.0208,0.0143,0.0077,0.0036,0.0178,0.0157,0.0333,0.0333,0.1319,0.2463,0.5215,0.8294,0.0991,0.0221,0.0063,0.0092,0.0118,0.0221,0.6944,0.1549,0.0646,0.0269,0.021,0.0305,0.0077,0.0752,0.1804,0.2625,0.1804,0.1804,0.0966,0.0244,0.0858,0.1249,0.2059,0.1603,0.1415,0.2059,0.0757,0.6802,0.172,0.0717,0.0181,0.0233,0.0205,0.0141,False,0.009753,0.067473,0.0
City of London,abchurch_lane/south_to_north/008_n00007_N_L.jpg,n00007,abchurch_lane,south_to_north,L,8,N,True,,abchurch_lane,,,1,1.0155975622353064,6,5.926015141087405,1,1.248409090909091,1,1.351286449399657,6,6.017618469015796,1,1.106314118221788,2,2.3458265139116206,4,4.442604856512141,4,3.656059063136456,1,1.1910229645093946,,,,,,,,,,,,1,7,1,1,6,1,2,5,3,1,0.9681,0.0156,0.0058,0.0016,0.0021,0.0016,0.0051,0.0077,0.0164,0.0648,0.0648,0.2263,0.2906,0.3293,0.66,0.2428,0.0422,0.0121,0.0137,0.0137,0.0155,0.583,0.243,0.0789,0.0422,0.0256,0.0199,0.0073,0.0238,0.027,0.0572,0.0572,0.1762,0.3292,0.3292,0.8188,0.1108,0.028,0.0071,0.008,0.0103,0.017,0.238,0.3055,0.1853,0.0992,0.0773,0.0875,0.0072,0.0278,0.1099,0.2054,0.1812,0.2988,0.1412,0.0357,0.0563,0.1529,0.2521,0.1964,0.1733,0.1529,0.0161,0.7185,0.1817,0.059,0.0132,0.0116,0.009,0.007,False,0.010773,0.089384,0.0
City of London,abchurch_lane/south_to_north/008_n00007_N_R.jpg,n00007,abchurch_lane,south_to_north,R,8,N,True,,abchurch_lane,,,1,1.018387699979223,7,6.70746624305004,1,1.2637251861042182,1,1.2739056193728655,6,5.795593635250918,1,1.0778307370378983,1,1.3752213956783566,4,3.7298565121412808,4,3.9282296650717705,1,1.1948890761022186,,,,,,,,,,,,1,7,1,1,6,1,1,3,3,1,0.9626,0.0176,0.0073,0.0019,0.0027,0.0021,0.0057,0.0023,0.0048,0.019,0.0277,0.0852,0.2316,0.6295,0.6448,0.2372,0.0467,0.0152,0.0172,0.0195,0.0195,0.6442,0.2686,0.0467,0.0195,0.0118,0.0063,0.003,0.0304,0.0344,0.0729,0.0826,0.1982,0.3268,0.2545,0.8602,0.08,0.0202,0.0058,0.0074,0.0084,0.0179,0.5646,0.2077,0.0981,0.0409,0.0361,0.0409,0.0117,0.0667,0.1411,0.2327,0.1812,0.2327,0.1099,0.0357,0.0476,0.1141,0.2415,0.1881,0.1881,0.1881,0.0327,0.7122,0.1801,0.0585,0.013,0.013,0.013,0.0102,False,0.004128,0.053342,0.0
City of London,abchurch_lane/south_to_north/009_n00008_N_L.jpg,n00008,abchurch_lane,south_to_north,L,9,N,True,,abchurch_lane,,,1,1.0209333890164962,6,6.058795562599049,1,1.3580622716994262,2,1.6527828301200438,6,6.022252747252748,1,1.1262600806451613,2,2.1006156837329875,4,4.148059701492537,5,4.618544600938967,1,1.2534225737754792,,,,,,,,,,,,1,7,1,1,6,1,1,5,6,1,0.9578,0.0199,0.0094,0.0021,0.003,0.0021,0.0057,0.0065,0.0122,0.0548,0.0621,0.1913,0.3155,0.3575,0.5749,0.3077,0.0472,0.0135,0.0174,0.0197,0.0197,0.4533,0.2749,0.1299,0.0613,0.0422,0.029,0.0094,0.0097,0.016,0.0384,0.0558,0.1948,0.364,0.3212,0.7936,0.1379,0.0272,0.0061,0.0078,0.0088,0.0187,0.3086,0.3086,0.1458,0.078,0.0689,0.078,0.012,0.033,0.1305,0.2151,0.1675,0.313,0.1152,0.0257,0.0198,0.0888,0.188,0.188,0.213,0.2735,0.0288,0.6574,0.2134,0.0693,0.0175,0.0175,0.0155,0.0094,False,0.0,0.086601,0.0
City of London,abchurch_lane/south_to_north/009_n00008_N_R.jpg,n00008,abchurch_lane,south_to_north,R,9,N,True,,abchurch_lane,,,1,1.0195711013949615,7,6.666833583708897,1,1.3131522279277785,1,1.2583841463414633,6,5.813032089063523,1,1.0955211335254562,1,1.3311764705882354,4,3.9323096885813147,5,4.555302166476625,1,1.3917638483965016,,,,,,,,,,,,1,7,1,1,6,1,1,3,6,1,0.9606,0.0176,0.0083,0.0019,0.0031,0.0021,0.0065,0.0017,0.0031,0.016,0.0263,0.1041,0.2497,0.5991,0.6037,0.2517,0.0562,0.0182,0.0234,0.0234,0.0234,0.656,0.213,0.0691,0.0288,0.0175,0.0106,0.005,0.0531,0.0413,0.0772,0.0681,0.1853,0.3054,0.2695,0.8328,0.0878,0.0251,0.0082,0.0105,0.0135,0.0222,0.595,0.1932,0.0805,0.038,0.0336,0.0488,0.0109,0.0313,0.1238,0.2312,0.2312,0.2312,0.1238,0.0276,0.0444,0.0939,0.1988,0.1754,0.1754,0.2552,0.0569,0.5488,0.2019,0.1081,0.0351,0.0451,0.0398,0.0213,False,0.0,0.053863,0.0
City of London,abchurch_yard/north_to_south/001_n00011_S_F.jpg,n00011,abchurch_yard,north_to_south,F,1,S,True,,abchurch_yard,,,1,1.0417391304347827,6,5.854726368159204,2,1.794479267116683,2,2.2999044890162366,6,5.873513870541611,1,1.3826705056685262,5,4.600665883274579,5,4.973337239964841,6,5.637380813387819,1,1.4064273942501373,,,,,,,,,,,,1,6,2,2,6,1,4,5,6,1,0.92,0.0404,0.0191,0.0038,0.0055,0.0033,0.008,0.008,0.0193,0.0762,0.0864,0.2072,0.3015,0.3015,0.3661,0.4148,0.1188,0.03,0.0234,0.0234,0.0234,0.2446,0.3141,0.1681,0.1309,0.0794,0.0546,0.0084,0.0151,0.0249,0.0596,0.0868,0.2081,0.3028,0.3028,0.5557,0.2625,0.0752,0.019,0.0277,0.0244,0.0355,0.0077,0.0444,0.1367,0.2893,0.2553,0.2553,0.0112,0.0043,0.028,0.1256,0.1827,0.3413,0.2658,0.0523,0.005,0.029,0.1012,0.1299,0.1668,0.5139,0.0542,0.5461,0.258,0.1075,0.0272,0.0272,0.024,0.01,False,0.012426,0.0,0.0
City of London,abchurch_yard/north_to_south/002_n00010_S_F.jpg,n00010,abchurch_yard,north_to_south,F,2,S,False,"user-contributed panorama, not a Street View capture",abchurch_yard,,,1,1.0626060400407193,5,4.909384164222875,2,1.8402061855670102,2,2.4976937269372694,6,6.2872260015117165,1,1.429293893129771,3,2.940893169877408,5,4.648239654107474,6,5.976059941520468,3,3.3354239839438033,,,,,,,,,,,,1,7,1,1,7,1,3,3,7,3,0.8841,0.0499,0.0303,0.0068,0.0126,0.0053,0.0111,0.1328,0.0711,0.1705,0.0913,0.1705,0.1705,0.1932,0.3589,0.3589,0.1028,0.0378,0.0378,0.0486,0.055,0.2783,0.2168,0.2456,0.116,0.0704,0.0621,0.0108,0.1925,0.0335,0.043,0.0203,0.1168,0.1323,0.4618,0.524,0.1701,0.0709,0.0261,0.0552,0.0626,0.0911,0.2016,0.1779,0.2284,0.1223,0.1079,0.1223,0.0397,0.0765,0.1113,0.1835,0.1429,0.1619,0.1619,0.1619,0.0106,0.0288,0.0784,0.0692,0.188,0.2736,0.3513,0.1759,0.1209,0.1993,0.0942,0.137,0.1993,0.0733,True,0.0,0.0,0.385425
City of London,abchurch_yard/north_to_south/003_n00009_E_L.jpg,n00009,abchurch_yard,north_to_south,L,3,E,True,,abchurch_yard,,,1,1.037076956240569,6,5.5221751727211945,1,1.138030888030888,2,2.2034551329853342,3,3.1548414023372287,1,1.1128014842300558,4,3.7122615803814716,5,4.597448979591837,3,2.907245471580262,1,1.079715219421102,,,,,,,,,,,,1,6,1,2,1,1,6,6,1,1,0.9278,0.0317,0.015,0.0033,0.0063,0.0055,0.0103,0.0154,0.0287,0.1001,0.1134,0.2402,0.4487,0.0536,0.777,0.135,0.0266,0.0086,0.0111,0.0183,0.0235,0.2154,0.4023,0.19,0.1017,0.0544,0.033,0.0031,0.2537,0.1358,0.1198,0.0641,0.1358,0.1975,0.0933,0.8085,0.0852,0.0313,0.009,0.0131,0.0215,0.0313,0.1429,0.1261,0.1835,0.1835,0.1113,0.2356,0.0171,0.0386,0.0926,0.173,0.196,0.196,0.2221,0.0817,0.264,0.1413,0.1601,0.0971,0.0971,0.1814,0.0589,0.8568,0.0903,0.0259,0.0065,0.0065,0.0065,0.0074,False,0.228819,0.110042,0.0
City of London,abchurch_yard/north_to_south/003_n00009_E_R.jpg,n00009,abchurch_yard,north_to_south,R,3,E,True,,abchurch_yard,,,1,1.0581238779174147,6,5.91362901777698,1,1.3248782126658827,3,2.592051282051282,5,4.573305084745763,1,1.1699035719136222,4,3.7576071922544956,5,5.416282642089093,3,3.1413636363636366,1,1.2516912669126692,,,,,,,,,,,,1,6,1,2,1,1,6,6,1,1,0.8912,0.0392,0.021,0.0053,0.0112,0.0112,0.021,0.0356,0.0277,0.0587,0.0518,0.1097,0.5569,0.1596,0.5953,0.219,0.0554,0.018,0.0262,0.0431,0.0431,0.195,0.2837,0.195,0.1519,0.1044,0.0633,0.0067,0.283,0.0919,0.0919,0.0492,0.118,0.1945,0.1716,0.7363,0.0776,0.0367,0.0135,0.0222,0.0533,0.0604,0.1446,0.1276,0.1639,0.1446,0.1276,0.2384,0.0532,0.0479,0.079,0.1302,0.1476,0.1302,0.2757,0.1895,0.299,0.0971,0.11,0.0667,0.0857,0.1814,0.1601,0.6504,0.1645,0.0686,0.0223,0.0324,0.0367,0.0252,False,0.241866,0.039001,0.0
City of London,abchurch_yard/south_to_north/001_n00009_W_L.jpg,n00009,abchurch_yard,south_to_north,L,1,W,True,,abchurch_yard,,,2,2.0841503267973858,5,5.086206896551724,3,2.9579663730984787,3,2.5918891170431215,6,5.619877049180328,3,3.085294117647059,5,4.890764454792394,5,5.310477001703577,6,5.632599474853565,3,3.3680141074335324,,,,,,,,,,,,1,5,3,2,6,2,6,6,6,3,0.3887,0.1836,0.2671,0.0867,0.0464,0.0194,0.0081,0.0162,0.0343,0.1356,0.1537,0.2871,0.2534,0.1197,0.0947,0.2273,0.3747,0.1562,0.0836,0.0507,0.0128,0.1948,0.2835,0.1948,0.1517,0.1043,0.0633,0.0076,0.0049,0.015,0.0525,0.111,0.2664,0.4392,0.111,0.1237,0.2311,0.204,0.1402,0.1402,0.1092,0.0516,0.0069,0.0308,0.1074,0.2577,0.2577,0.3308,0.0088,0.0023,0.015,0.0864,0.2072,0.2348,0.3871,0.0673,0.0071,0.0279,0.086,0.1105,0.2064,0.4951,0.067,0.0565,0.1197,0.3686,0.1741,0.1537,0.1197,0.0077,False,0.095376,0.168914,0.0
City of London,abchurch_yard/south_to_north/001_n00009_W_R.jpg,n00009,abchurch_yard,south_to_north,R,1,W,True,,abchurch_yard,,,1,1.018387699979223,6,5.73369251491245,1,1.2791838025941158,1,1.26877807031129,7,6.533140923566879,1,1.0809941520467836,1,1.1006049606775559,3,2.8161570403926004,2,1.9753086419753083,1,1.2500383612091455,,,,,,,,,,,,1,6,1,1,7,1,1,2,1,1,0.9626,0.0176,0.0073,0.0019,0.0027,0.0021,0.0057,0.0228,0.0259,0.0797,0.0703,0.1912,0.5197,0.0903,0.6322,0.2326,0.0519,0.0149,0.0191,0.0216,0.0278,0.6457,0.2096,0.0681,0.0321,0.0221,0.0152,0.0072,0.0989,0.0321,0.0412,0.0283,0.1121,0.1848,0.5024,0.855,0.0619,0.0201,0.0065,0.0095,0.0138,0.0332,0.8265,0.0987,0.032,0.0118,0.0104,0.0134,0.0072,0.1418,0.2649,0.2649,0.1251,0.1251,0.0591,0.0192,0.3963,0.1458,0.1287,0.0689,0.078,0.1135,0.0689,0.6517,0.1648,0.0778,0.0223,0.0286,0.0324,0.0223,False,0.00178,0.043601,0.0
