city,file,node_id,street,walk,side,seq,cardinal,usable,exclude_reason,osm_name,typology,face_id,vertical_greenery_median_round,vertical_greenery_median,vertical_hardscape_median_round,vertical_hardscape_median,green_eye_level_median_round,green_eye_level_median,sky_openness_median_round,sky_openness_median,walkable_ground_median_round,walkable_ground_median,green_softening_median_round,green_softening_median,signage_detail_median_round,signage_detail_median,facade_variation_median_round,facade_variation_median,ground_floor_activity_median_round,ground_floor_activity_median,resting_affordance_median_round,resting_affordance_median,arc_vegetation,arc_sky,arc_building,H_m,W_facade,HW_facade,HW_effective,HW_source,node_GVI,node_VEI,node_SVF_band,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7
"Murray Hill, Manhattan",east_35th_street/west_to_east/006_n00319_E.jpg,n00319,east_35th_street,west_to_east,W,6,E,True,,East 35th Street,mid_block,f15,2,2.1882446386020646,5,4.964107090320683,3,2.8744093509077344,4,4.326023391812865,5,4.919692186266772,3,2.7193683409436837,4,3.9377210216110017,5,5.061914158855452,4,4.1089297023432545,2,2.0443016570848833,,,,64.663660470744,40.55909179705842,1.5943074069383818,1.5943074069383818,measured,1.0162330973852238,0.9069085689178796,0.0460696999288178,1,5,3,4,6,2,3,6,6,1,0.3233,0.2518,0.2853,0.0817,0.0386,0.0125,0.0067,0.0169,0.0316,0.1417,0.1605,0.3399,0.2336,0.0758,0.1305,0.2152,0.4021,0.1479,0.0544,0.0424,0.0074,0.0071,0.0524,0.1615,0.342,0.2663,0.1615,0.0091,0.0184,0.0566,0.1537,0.1742,0.2534,0.2872,0.0566,0.1594,0.2628,0.2628,0.1241,0.0753,0.0753,0.0403,0.0237,0.1061,0.2545,0.2545,0.1982,0.1544,0.0087,0.0048,0.0311,0.1229,0.2297,0.2027,0.3342,0.0746,0.0581,0.123,0.2028,0.1579,0.1579,0.2604,0.0399,0.3351,0.2957,0.2303,0.0582,0.0453,0.0275,0.0079
"Murray Hill, Manhattan",east_35th_street/west_to_east/007_n00320_E.jpg,n00320,east_35th_street,west_to_east,W,7,E,True,,East 35th Street,mid_block,f15,3,2.8683497536945812,5,5.093191776204921,3,2.883625,5,4.697252553716098,5,5.134847266881029,3,2.720576773187841,5,4.652423993426458,6,5.6367698343504795,6,5.615998404149212,2,2.341635687732342,,,,64.663660470744,18.34827043680856,3.524237376675128,3.524237376675128,measured,1.6649049454125913,0.8927107947993884,0.0539790074448164,3,5,3,4,6,2,6,6,6,1,0.1026,0.2462,0.406,0.1692,0.0549,0.0178,0.0031,0.0167,0.0354,0.1401,0.1401,0.2967,0.2618,0.1091,0.1011,0.2426,0.4,0.1471,0.0613,0.0422,0.0057,0.0067,0.0384,0.1184,0.2839,0.2839,0.2506,0.0182,0.018,0.049,0.1332,0.1509,0.2488,0.3194,0.0808,0.1373,0.2908,0.2566,0.107,0.0944,0.0833,0.0306,0.0083,0.0543,0.1896,0.2148,0.2434,0.2758,0.0137,0.0031,0.0157,0.0797,0.149,0.1913,0.4588,0.1024,0.0081,0.0363,0.1268,0.1119,0.1628,0.5013,0.0528,0.269,0.269,0.269,0.0771,0.06,0.0467,0.0092
"Murray Hill, Manhattan",east_35th_street/west_to_east/008_n00321_E.jpg,n00321,east_35th_street,west_to_east,W,8,E,True,,East 35th Street,mid_block,f15,4,3.701094998520272,5,4.968313002082714,4,4.4199912319158265,3,3.1623983739837396,5,5.4001941747572815,4,4.283489096573208,5,4.591792656587473,6,5.611219274762716,6,5.629837416991069,2,2.2408256880733948,,,,57.10902223537201,,,3.524237376675128,radius_mean,5.94150702602603,0.8006574054046952,0.0883529883161813,3,5,3,3,6,3,6,6,6,2,0.0148,0.0754,0.3379,0.3379,0.1596,0.0665,0.0079,0.0167,0.0354,0.1401,0.1587,0.3361,0.2038,0.1091,0.0088,0.0577,0.2281,0.2281,0.2281,0.2281,0.0212,0.1162,0.2171,0.246,0.2171,0.1162,0.0799,0.0074,0.01,0.0307,0.0947,0.1378,0.2575,0.3746,0.0947,0.0316,0.125,0.2335,0.1605,0.1818,0.1818,0.0859,0.0168,0.0585,0.1803,0.2315,0.2315,0.2623,0.019,0.0028,0.0159,0.0917,0.1512,0.1941,0.4109,0.1334,0.0192,0.0522,0.1104,0.1104,0.1607,0.4367,0.1104,0.2693,0.3052,0.2377,0.0772,0.0601,0.0413,0.0092
"Murray Hill, Manhattan",east_35th_street/west_to_east/009_n00322_E.jpg,n00322,east_35th_street,west_to_east,W,9,E,True,,East 35th Street,mid_block,f15,3,2.6747237569060776,5,5.262876442443006,3,3.0037091988130564,5,4.525170648464164,5,5.11376404494382,3,3.024838012958963,5,5.463276836158192,6,5.817157894736842,6,5.7906530089628685,2,2.441953423705249,,,,49.961292,,,1.1983207609975022,radius_mean,5.159739619603095,0.8065973566773197,0.0871609997863568,3,5,3,4,6,3,6,6,6,2,0.1245,0.2986,0.4344,0.1098,0.0245,0.0062,0.002,0.0074,0.02,0.0898,0.1154,0.3553,0.2442,0.1678,0.0639,0.1967,0.4718,0.1736,0.0639,0.0266,0.0036,0.0247,0.0862,0.1611,0.2344,0.2344,0.2344,0.0247,0.0076,0.03,0.1187,0.1727,0.2848,0.3227,0.0635,0.0902,0.2452,0.2778,0.1312,0.1158,0.1022,0.0376,0.0035,0.018,0.0912,0.1503,0.2478,0.463,0.0261,0.0017,0.0099,0.0643,0.1201,0.1542,0.475,0.1748,0.0088,0.0308,0.0838,0.0838,0.1382,0.5467,0.1077,0.2241,0.2877,0.2877,0.0824,0.0642,0.0441,0.0098
"Murray Hill, Manhattan",east_35th_street/west_to_east/010_n00323_E.jpg,n00323,east_35th_street,west_to_east,W,10,E,True,,East 35th Street,mid_block,f15,4,3.583844580777096,5,5.075791493444196,4,3.712992125984252,5,4.5563878485226805,6,5.581332391713747,4,3.5872717508055856,5,4.833851468048359,6,5.804760931753167,6,5.69461142121082,3,2.985328986366331,,,,21.662136,18.07707644317877,1.1983207609975022,1.1983207609975022,measured,7.672129977676141,0.869035711668921,0.0617656610135337,3,5,3,4,6,3,5,6,6,3,0.0281,0.0981,0.3423,0.3423,0.1427,0.0409,0.0055,0.0176,0.033,0.1304,0.1477,0.3127,0.2435,0.115,0.0208,0.0934,0.3261,0.254,0.1745,0.12,0.0112,0.0154,0.0608,0.1457,0.2723,0.2403,0.2403,0.0253,0.0047,0.0187,0.0651,0.1217,0.2576,0.4248,0.1074,0.0471,0.145,0.2709,0.1862,0.1643,0.145,0.0415,0.0099,0.0444,0.155,0.199,0.2895,0.2895,0.0127,0.0018,0.009,0.0584,0.1237,0.1589,0.4894,0.1589,0.0141,0.0433,0.1039,0.1039,0.1512,0.4658,0.1178,0.1241,0.2047,0.3374,0.1241,0.1095,0.0853,0.0148
"Murray Hill, Manhattan",east_35th_street/west_to_east/011_n00324_E.jpg,n00324,east_35th_street,west_to_east,W,11,E,True,,East 35th Street,mid_block,f15,3,2.685022026431718,5,5.106386445096122,3,3.0985142857142858,5,4.986814712005551,5,5.455116696588869,3,2.866846907739101,5,5.075727773406767,6,5.883716547304938,6,5.750555219059156,3,3.2490015360983104,,,,16.77924,18.264057200466844,0.9187027732026108,0.9187027732026108,measured,2.6464796630257235,0.8793977119839457,0.0651083598651373,3,5,3,6,6,2,6,6,6,3,0.1609,0.2653,0.3859,0.1253,0.0461,0.0117,0.0049,0.0173,0.0323,0.1279,0.145,0.3069,0.2709,0.0996,0.0523,0.1824,0.4375,0.1824,0.0862,0.0523,0.0071,0.0036,0.0209,0.0826,0.2544,0.2882,0.3266,0.0237,0.0051,0.0202,0.0798,0.1315,0.2785,0.4052,0.0798,0.0848,0.2959,0.2959,0.1398,0.0961,0.066,0.0214,0.0077,0.039,0.1361,0.1747,0.2542,0.3699,0.0184,0.0015,0.0076,0.0494,0.1045,0.1342,0.5306,0.1723,0.0071,0.0279,0.0861,0.0975,0.1608,0.4953,0.1252,0.0933,0.1537,0.3255,0.1357,0.1537,0.1197,0.0184
"Murray Hill, Manhattan",east_35th_street/west_to_east/012_n00325_E.jpg,n00325,east_35th_street,west_to_east,W,12,E,True,,East 35th Street,mid_block,f15,4,3.861028011966277,5,5.07839659453707,4,4.121475953565506,4,4.407948476280239,5,5.392141138732959,4,4.2037691401649,4,4.2984404536862,6,5.950460593654043,6,5.636903258398585,3,3.4634362797302094,,,,16.56588,19.04573841071031,0.8697945778087675,0.8697945778087675,measured,1.3044569966829256,0.8894784946471108,0.0583004746765511,4,5,3,4,6,3,5,6,6,3,0.0126,0.0639,0.2864,0.3677,0.1968,0.0639,0.0086,0.0297,0.0381,0.1331,0.1509,0.2819,0.2488,0.1175,0.0154,0.0691,0.2733,0.2412,0.2128,0.1658,0.0224,0.0109,0.0553,0.1503,0.3183,0.2809,0.1704,0.014,0.0124,0.0338,0.104,0.1335,0.2494,0.3629,0.104,0.0334,0.1167,0.2471,0.1698,0.1924,0.1698,0.0708,0.0253,0.0882,0.2116,0.2116,0.2398,0.2116,0.0119,0.0018,0.0079,0.0515,0.0962,0.1235,0.4885,0.2307,0.0253,0.0607,0.1134,0.1134,0.1456,0.3959,0.1456,0.0807,0.1331,0.2817,0.1331,0.1709,0.1709,0.0297
"Murray Hill, Manhattan",east_35th_street/west_to_east/013_n00326_E.jpg,n00326,east_35th_street,west_to_east,W,13,E,True,,East 35th Street,mid_block,f15,5,4.508189655172414,5,4.8558701877187405,5,5.1612341772151895,5,4.726549552535632,6,5.703325615659861,5,4.865448504983388,4,4.369170984455959,6,5.912456946039035,6,5.7615474794841735,3,3.3362353647553284,,,,15.965424000000002,19.029031608837258,0.839003493618956,0.839003493618956,measured,4.68064649660867,0.8804901550511973,0.0594908441987498,4,5,6,5,6,6,4,6,6,3,0.003,0.0196,0.128,0.348,0.348,0.1451,0.0082,0.0228,0.0375,0.1485,0.1907,0.3143,0.216,0.0701,0.0031,0.0178,0.1026,0.1691,0.316,0.3581,0.0333,0.0071,0.036,0.1258,0.2663,0.3017,0.235,0.0281,0.0028,0.0099,0.0442,0.0936,0.2543,0.4751,0.1201,0.0106,0.0537,0.1655,0.1875,0.2408,0.2729,0.069,0.0215,0.0663,0.2044,0.2316,0.2316,0.2316,0.0131,0.0015,0.0058,0.0429,0.1029,0.1321,0.5226,0.1922,0.0146,0.0397,0.1078,0.0952,0.1385,0.4265,0.1778,0.0743,0.1388,0.3331,0.1573,0.1573,0.1225,0.0166
"Murray Hill, Manhattan",east_35th_street/west_to_east/014_n00327_E.jpg,n00327,east_35th_street,west_to_east,W,14,E,True,,East 35th Street,mid_block,f15,4,4.341470258136924,5,5.051256707144875,5,4.62621178225205,5,4.657401091405184,6,5.6128699242945626,5,4.5887871853546915,4,4.307142857142857,6,5.925712667547669,6,5.807460437076111,4,3.601167315175097,,,,16.669512,20.62807916951646,0.8080981201891881,0.8080981201891881,measured,2.97846320467876,0.878171975803282,0.0652990212253769,4,5,5,4,6,3,6,6,6,3,0.0051,0.0293,0.1683,0.3564,0.3145,0.1157,0.0108,0.0226,0.0329,0.1303,0.1303,0.3541,0.2148,0.115,0.0081,0.0411,0.1843,0.2367,0.2682,0.2367,0.0249,0.0069,0.035,0.1222,0.2932,0.2932,0.2283,0.0212,0.0062,0.0192,0.0668,0.0973,0.2644,0.4359,0.1102,0.023,0.0804,0.2185,0.1702,0.2185,0.2185,0.0709,0.0372,0.0893,0.2141,0.189,0.2141,0.2426,0.0137,0.0019,0.0076,0.0435,0.1043,0.1182,0.5297,0.1949,0.0225,0.0476,0.1007,0.0888,0.1293,0.3981,0.2131,0.0643,0.1201,0.2882,0.1542,0.1748,0.1748,0.0237
"Murray Hill, Manhattan",east_35th_street/west_to_east/015_n00328_E.jpg,n00328,east_35th_street,west_to_east,W,15,E,True,,East 35th Street,mid_block,f15,3,3.3568491390388076,5,5.385394070860448,4,3.823066841415465,5,4.567458796473745,6,5.512840267077555,3,3.320211960635882,5,5.034691407825736,6,5.833367875647668,6,5.586034318398474,3,3.1562407789908526,,,,17.21999503416,20.74780387565542,0.8299671202485772,0.8299671202485772,measured,6.803054528770866,0.8512973286107757,0.0709053838149468,3,5,3,4,6,3,6,6,6,3,0.0362,0.1263,0.3891,0.2674,0.1263,0.0465,0.0081,0.0177,0.0292,0.1018,0.1153,0.2766,0.2441,0.2154,0.0273,0.0954,0.2939,0.2289,0.1573,0.1783,0.0188,0.0101,0.0582,0.1582,0.2609,0.2609,0.2302,0.0214,0.0081,0.0249,0.0869,0.1116,0.2676,0.3894,0.1116,0.0757,0.1816,0.2642,0.1603,0.1248,0.1414,0.052,0.0075,0.038,0.1327,0.193,0.2479,0.3606,0.0203,0.0017,0.0088,0.0509,0.122,0.1566,0.4825,0.1775,0.0209,0.0568,0.1362,0.1061,0.1544,0.4196,0.1061,0.11,0.1601,0.3389,0.1413,0.1247,0.11,0.0149
"Murray Hill, Manhattan",east_35th_street/west_to_east/016_n00329_E.jpg,n00329,east_35th_street,west_to_east,W,16,E,True,,East 35th Street,mid_block,f15,2,2.267252820172528,6,6.153815261044176,3,2.679286608260325,5,5.044256756756757,5,5.188132295719845,2,2.489064602960969,6,5.6880789022298455,6,5.932722349510518,6,5.847587511825923,2,2.214236111111111,,,,18.025872,25.774765296621744,0.6993612470396625,0.6993612470396625,measured,2.547199204562119,0.8144852524051975,0.0912650473680845,2,7,2,6,6,2,6,6,6,1,0.266,0.3014,0.266,0.0979,0.0462,0.017,0.0055,0.0066,0.014,0.063,0.063,0.1939,0.249,0.4105,0.1176,0.3196,0.3196,0.1176,0.0713,0.0433,0.0109,0.0042,0.0214,0.0848,0.2305,0.296,0.3354,0.0275,0.0128,0.0394,0.1214,0.1559,0.257,0.33,0.0834,0.1802,0.2972,0.2042,0.0851,0.0965,0.0851,0.0516,0.0021,0.0121,0.0614,0.1013,0.2145,0.583,0.0256,0.0017,0.0088,0.0506,0.0945,0.1375,0.4801,0.2268,0.0075,0.0263,0.0715,0.0811,0.1336,0.5285,0.1514,0.288,0.288,0.2243,0.0728,0.0643,0.05,0.0127
"Murray Hill, Manhattan",east_35th_street/west_to_east/017_n00330_E.jpg,n00330,east_35th_street,west_to_east,W,17,E,True,,East 35th Street,mid_block,f15,4,3.66309963099631,6,5.5848440899202325,4,3.690029615004936,4,4.08936507936508,5,5.374551971326165,4,3.613430127041742,5,5.465108164689463,6,5.783075959933222,6,5.766823328348644,3,2.7179972470750173,,,,27.776424,18.87827221982476,1.4713435465153937,1.4713435465153937,measured,1.9332956052596333,0.835386878497159,0.0858370400701084,4,5,3,4,6,3,6,6,6,3,0.0108,0.0623,0.3588,0.4065,0.132,0.026,0.0035,0.0083,0.0176,0.0895,0.0895,0.2758,0.2758,0.2434,0.0171,0.0768,0.3443,0.3039,0.1627,0.0871,0.0081,0.0157,0.1023,0.191,0.315,0.2165,0.1488,0.0108,0.0084,0.0294,0.0906,0.1318,0.279,0.3582,0.1026,0.0434,0.1337,0.283,0.2204,0.1717,0.118,0.0298,0.0025,0.0143,0.0725,0.1354,0.2866,0.4726,0.0162,0.0017,0.0088,0.0572,0.1212,0.1763,0.4792,0.1556,0.0097,0.0339,0.0922,0.0922,0.152,0.4681,0.152,0.1998,0.2264,0.2906,0.0944,0.0944,0.0735,0.0211
"Murray Hill, Manhattan",east_35th_street/west_to_east/018_n00331_E.jpg,n00331,east_35th_street,west_to_east,W,18,E,True,,East 35th Street,mid_block,f15,4,4.0958600295712175,5,4.948111888111888,5,4.6186073957513765,4,4.365811638591118,5,5.176235465116279,4,4.3974510966212215,5,4.945634793732012,6,5.7104355325571365,6,5.717895176446023,3,2.9739988876529475,,,,27.776424,18.92990496545854,1.467330345856661,1.467330345856661,measured,8.893392936660385,0.8942674924671057,0.0494293442186733,4,5,5,4,6,3,5,6,6,3,0.0066,0.0377,0.2172,0.4058,0.2462,0.0799,0.0066,0.0122,0.0333,0.1315,0.1689,0.3575,0.2168,0.0798,0.0068,0.0442,0.198,0.2243,0.2542,0.2542,0.0184,0.0189,0.0848,0.1796,0.2612,0.2306,0.2035,0.0214,0.0065,0.029,0.1147,0.1669,0.2752,0.3534,0.0542,0.0259,0.0903,0.2454,0.1687,0.1911,0.2166,0.0621,0.0065,0.0373,0.1304,0.1897,0.3127,0.3127,0.0107,0.0019,0.0124,0.0628,0.1329,0.1934,0.4638,0.1329,0.0088,0.0347,0.0943,0.1068,0.1555,0.4789,0.1211,0.1323,0.1925,0.3596,0.1323,0.103,0.0708,0.0096
"Murray Hill, Manhattan",east_35th_street/west_to_east/019_n00332_E.jpg,n00332,east_35th_street,west_to_east,W,19,E,True,,East 35th Street,mid_block,f15,2,2.2501226091221187,5,5.223872584108804,3,2.5121951219512195,3,2.8689012296707657,4,3.8326309452137264,2,2.2529411764705882,4,4.155655893536122,6,5.797859690844233,6,5.513106320431161,3,2.511033919084593,,,,20.641056,18.83218030806575,1.0960523774912836,1.0960523774912836,measured,4.022018439249885,0.9089593574032474,0.0468344686082587,2,5,2,2,3,2,3,6,6,1,0.1927,0.4078,0.2803,0.0803,0.0295,0.0066,0.0027,0.0229,0.0378,0.1165,0.132,0.2794,0.2794,0.132,0.1453,0.3485,0.3485,0.0998,0.0367,0.0173,0.0039,0.1191,0.2856,0.2521,0.1963,0.0927,0.0496,0.0046,0.0611,0.1293,0.2416,0.1661,0.1882,0.1882,0.0255,0.2165,0.357,0.2165,0.0703,0.062,0.0483,0.0293,0.0323,0.1126,0.2104,0.2104,0.2104,0.2104,0.0135,0.0023,0.0119,0.0603,0.1126,0.1638,0.5046,0.1446,0.0335,0.0804,0.1325,0.1325,0.1325,0.4082,0.0804,0.2447,0.2447,0.2447,0.09,0.09,0.0701,0.0156
"Murray Hill, Manhattan",east_35th_street/west_to_east/020_n00333_E.jpg,n00333,east_35th_street,west_to_east,W,20,E,True,,East 35th Street,mid_block,f15,3,2.986426299045599,5,4.981566820276498,3,3.0910430839002268,4,3.9915848527349227,5,4.6546307629538966,3,2.9428232100441125,5,4.948713490959666,6,5.820592219856784,6,5.651643690349947,3,3.0210799884493214,,,,16.567404000000003,18.967365566610464,0.8734689033022448,0.8734689033022448,measured,3.411893344255964,0.9083910795192494,0.0456052277871671,3,5,3,4,5,3,6,6,6,3,0.0723,0.1966,0.4715,0.1966,0.0497,0.0098,0.0036,0.0262,0.049,0.151,0.151,0.2821,0.249,0.0916,0.0527,0.1838,0.441,0.2083,0.0766,0.0319,0.0056,0.0386,0.1189,0.196,0.2852,0.196,0.1527,0.0125,0.0201,0.0702,0.1909,0.1909,0.2451,0.2451,0.0376,0.0957,0.2601,0.2947,0.1392,0.1084,0.0745,0.0274,0.006,0.0344,0.1359,0.1977,0.2876,0.3259,0.0126,0.0019,0.0095,0.0545,0.1017,0.1677,0.5167,0.148,0.0142,0.0439,0.1052,0.1192,0.1531,0.4715,0.0929,0.1274,0.1854,0.3463,0.1274,0.1124,0.0876,0.0134
"Murray Hill, Manhattan",east_35th_street/west_to_east/021_n00334_E.jpg,n00334,east_35th_street,west_to_east,W,21,E,True,,East 35th Street,mid_block,f15,4,3.5965777262180976,5,4.980193075898802,4,3.779827798277983,4,3.735601001669449,6,5.536397058823529,4,4.070404505888377,4,4.478217821782178,6,5.701565557729941,6,5.573336457357076,3,2.739380968060586,,,,17.044406674644,19.074456978513417,0.8935723147371282,0.8935723147371282,measured,5.231516730242526,0.906478532668368,0.0466836753298808,3,5,3,4,6,3,6,6,6,3,0.0195,0.0988,0.3448,0.3448,0.1437,0.0412,0.0072,0.0247,0.0407,0.1419,0.1608,0.3004,0.234,0.0975,0.02,0.0897,0.3132,0.2439,0.1676,0.1479,0.0177,0.0606,0.1647,0.2115,0.2396,0.1647,0.1454,0.0135,0.0075,0.0261,0.091,0.1169,0.2474,0.408,0.1031,0.0385,0.1185,0.2508,0.1953,0.1953,0.1521,0.0494,0.0188,0.0743,0.202,0.202,0.2289,0.2594,0.0146,0.0021,0.0123,0.0705,0.1318,0.1917,0.4599,0.1318,0.0188,0.0578,0.1223,0.1223,0.157,0.4268,0.0952,0.1842,0.2365,0.3037,0.0986,0.087,0.0768,0.0133
"Murray Hill, Manhattan",east_35th_street/west_to_east/022_n00335_E.jpg,n00335,east_35th_street,west_to_east,W,22,E,True,,East 35th Street,mid_block,f15,3,3.0049975621647977,5,5.003221288515406,3,2.907963446475196,4,4.303113553113553,5,4.945184025058731,3,3.056027508090615,4,4.196128731343284,6,5.70060861423221,6,5.510483678818203,3,2.667272727272727,,,,13.720572,18.047134179728783,0.760263200980212,0.760263200980212,measured,5.9832691219374885,0.8481444331687665,0.0577656181870342,3,5,3,4,6,2,3,6,6,3,0.0713,0.2196,0.4102,0.1938,0.0808,0.0204,0.004,0.0138,0.0332,0.1314,0.1488,0.357,0.2454,0.0703,0.0754,0.2632,0.383,0.1409,0.0754,0.0518,0.0102,0.0127,0.0645,0.1548,0.3276,0.2552,0.1754,0.0099,0.0238,0.0646,0.1549,0.1549,0.2554,0.2894,0.057,0.091,0.2472,0.2472,0.1168,0.1323,0.1168,0.0487,0.029,0.1013,0.2144,0.2144,0.2144,0.2144,0.0121,0.0025,0.0146,0.0742,0.1224,0.2018,0.4272,0.1572,0.0237,0.0568,0.1363,0.1363,0.1544,0.4197,0.0729,0.2079,0.2356,0.3025,0.0982,0.0765,0.0675,0.0117
"Murray Hill, Manhattan",east_35th_street/west_to_east/023_n00336_E.jpg,n00336,east_35th_street,west_to_east,W,23,E,True,,East 35th Street,mid_block,f15,3,2.6892383675591374,5,5.1067867481505305,3,2.7606548856548856,5,5.125727802037845,5,5.413410969196093,3,2.6235864297253633,5,5.220561429092235,6,5.958790093382055,6,5.821486854034451,3,2.6782833171990963,,,,12.920472,18.63220640456566,0.6934483077019773,0.6934483077019773,measured,10.02721319936064,0.7940673395241402,0.0887526877243968,3,5,3,6,6,2,6,6,6,3,0.1604,0.2644,0.3847,0.1249,0.0459,0.0149,0.0048,0.0121,0.0289,0.1296,0.1468,0.3109,0.2421,0.1296,0.0973,0.2997,0.3848,0.1249,0.0521,0.0358,0.0055,0.0044,0.0226,0.0892,0.214,0.2748,0.3528,0.0421,0.0063,0.0248,0.0864,0.1425,0.2662,0.3874,0.0864,0.1325,0.3179,0.2476,0.1032,0.0804,0.0804,0.038,0.0035,0.0199,0.1143,0.1664,0.2743,0.3991,0.0225,0.0014,0.0062,0.0404,0.0856,0.1411,0.4926,0.2327,0.0054,0.0214,0.0746,0.0846,0.1394,0.5515,0.1231,0.1659,0.2735,0.3099,0.1006,0.0784,0.061,0.0106
"Murray Hill, Manhattan",east_35th_street/west_to_east/024_n00337_E.jpg,n00337,east_35th_street,west_to_east,W,24,E,True,,East 35th Street,mid_block,f15,3,2.759677419354839,5,5.1922225735061645,3,2.9333333333333336,5,4.807049254405784,5,5.37468671679198,3,2.9506478658536586,6,5.609673682178027,6,5.946872571872572,6,5.932855863921217,3,2.9715819387432902,,,,16.242792,,,0.7957831159216394,radius_mean,2.4288505287512154,0.8319513673383633,0.0840329754748216,3,5,3,6,6,2,6,6,6,3,0.1483,0.2445,0.403,0.1308,0.0545,0.0138,0.0051,0.0139,0.026,0.1163,0.1318,0.3163,0.2463,0.1494,0.0789,0.2429,0.4005,0.1473,0.0789,0.0422,0.0094,0.0264,0.0634,0.1342,0.2213,0.2213,0.2841,0.0494,0.0074,0.0294,0.0907,0.1319,0.2793,0.3586,0.1027,0.0965,0.2624,0.2624,0.1239,0.1239,0.0852,0.0456,0.0027,0.0156,0.0794,0.1309,0.2159,0.5179,0.0375,0.0014,0.0073,0.0423,0.0895,0.1302,0.5148,0.2146,0.0038,0.0131,0.0519,0.0667,0.1246,0.5585,0.1813,0.1496,0.1921,0.3167,0.1165,0.1165,0.0907,0.0179
"Murray Hill, Manhattan",east_35th_street/west_to_east/025_n00338_E.jpg,n00338,east_35th_street,west_to_east,W,25,E,True,,East 35th Street,mid_block,f15,3,3.0508703113508213,5,5.171662600209132,3,3.152881536819637,3,3.4249750747756726,5,5.328861369109047,3,3.292624166048925,4,3.9462895692786715,5,5.440235294117647,5,5.453619114546733,3,2.549484915378955,,,,16.226028,18.06670100200244,0.8981179241413015,0.8981179241413015,measured,2.218018576744108,0.915183766127516,0.0451998900686135,3,5,3,2,6,3,3,6,6,3,0.0803,0.1927,0.4079,0.2184,0.0803,0.0158,0.0045,0.0267,0.0388,0.1196,0.1355,0.2869,0.2869,0.1055,0.0738,0.1771,0.3748,0.2006,0.1074,0.0575,0.0088,0.1074,0.2006,0.2006,0.2006,0.1562,0.1217,0.0128,0.0068,0.0239,0.0944,0.1373,0.2907,0.3733,0.0735,0.0773,0.1854,0.2698,0.1637,0.1444,0.1125,0.0469,0.0552,0.1325,0.2184,0.1927,0.1927,0.1927,0.0158,0.0034,0.0224,0.0886,0.1875,0.2125,0.397,0.0886,0.0408,0.0761,0.1423,0.1255,0.1423,0.3867,0.0863,0.2399,0.2399,0.2718,0.0883,0.0779,0.0687,0.0135
"Murray Hill, Manhattan",east_35th_street/west_to_east/026_n00339_E.jpg,n00339,east_35th_street,west_to_east,W,26,E,True,,East 35th Street,mid_block,f15,3,2.892929292929293,5,5.231832683445586,3,3.1393229166666665,4,4.358751902587519,6,5.510657421674371,3,3.1501087744742566,5,4.627032887603903,6,5.808558558558559,6,5.730447825155346,3,3.276791277258567,,,,16.209264,17.77993511048315,0.9116604700341636,0.9116604700341636,measured,2.901838899883668,0.8890750302424857,0.0544839509404513,3,5,3,4,6,3,5,6,6,3,0.1126,0.2104,0.4455,0.1639,0.0532,0.0105,0.0039,0.018,0.0337,0.1176,0.1333,0.2821,0.2821,0.1333,0.0504,0.1761,0.4224,0.1995,0.0943,0.0504,0.0068,0.0112,0.0571,0.1552,0.3285,0.2558,0.1758,0.0164,0.0063,0.022,0.0767,0.1264,0.2676,0.3894,0.1116,0.0895,0.2148,0.2758,0.1673,0.1303,0.0895,0.0329,0.0095,0.0481,0.1678,0.2442,0.2767,0.2442,0.0095,0.0014,0.0083,0.0538,0.1139,0.1658,0.5106,0.1463,0.0141,0.0434,0.1041,0.1041,0.1337,0.4667,0.1337,0.092,0.1516,0.321,0.1516,0.1516,0.1181,0.0141
